gene_name	gene_biotype
AC099665.1	miRNA
RP11-814M22.2	processed_pseudogene
RPL21P41	processed_pseudogene
KBTBD8	protein_coding
RP11-85I21.1	lincRNA
SUCLG2	protein_coding
NDUFB4P1	processed_pseudogene
SUCLG2-AS1	lincRNA
AC113171.1	miRNA
FAM19A1	protein_coding
COPS8P2	processed_pseudogene
RP11-1008M1.1	processed_pseudogene
RP11-436J20.1	processed_pseudogene
AC096922.1	miRNA
PSMC1P1	processed_pseudogene
AC096922.2	miRNA
FAM19A4	protein_coding
RNA5SP135	rRNA
EOGT	protein_coding
CTD-2013N24.2	antisense
TMF1	protein_coding
MIR3136	miRNA
UBA3	protein_coding
ARL6IP5	protein_coding
LMOD3	protein_coding
FRMD4B	protein_coding
RBM43P1	processed_pseudogene
RP11-62G11.1	processed_pseudogene
RP11-62G11.2	lincRNA
RP11-444P10.1	lincRNA
MITF	protein_coding
RN7SL418P	misc_RNA
AC099326.1	miRNA
LINC01212	lincRNA
RP11-963H1.1	processed_pseudogene
UQCRHP4	processed_pseudogene
RP11-231I13.2	antisense
AC134025.1	miRNA
COX6CP6	processed_pseudogene
HMGB1P36	processed_pseudogene
RNU6-281P	snRNA
AC096971.1	miRNA
FOXP1	protein_coding
RP11-298C2.1	sense_intronic
FOXP1-AS1	antisense
MIR1284	miRNA
RP11-154H23.5	antisense
FOXP1-IT1	sense_intronic
RP11-154H23.4	antisense
RP11-154H23.3	lincRNA
EIF4E3	protein_coding
GPR27	protein_coding
PROK2	protein_coding
RN7SL271P	misc_RNA
UBE2Q2P9	processed_pseudogene
AC105265.1	miRNA
LINC00877	lincRNA
RP11-398A8.4	lincRNA
RP11-398A8.5	lincRNA
RP11-398A8.2	processed_pseudogene
RP11-398A8.1	processed_pseudogene
LINC00870	lincRNA
RP11-433A10.3	lincRNA
RP11-433A10.2	lincRNA
AC112219.1	miRNA
RP11-447M4.1	lincRNA
RYBP	protein_coding
RP11-654C22.2	lincRNA
RNU1-62P	snRNA
RP11-654C22.1	processed_pseudogene
RNA5SP136	rRNA
SHQ1	protein_coding
RP11-624D20.1	processed_pseudogene
PSMD12P	unprocessed_pseudogene
LAPTM4BP2	processed_pseudogene
GXYLT2	protein_coding
Metazoa_SRP	misc_RNA
FTH1P23	processed_pseudogene
PPP4R2	protein_coding
RNU7-19P	snRNA
EBLN2	protein_coding
RNU6-557P	snRNA
RNU2-64P	snRNA
CCDC75P1	processed_pseudogene
RNU6-1270P	snRNA
PDZRN3	protein_coding
RNU7-119P	snRNA
PDZRN3-AS1	antisense
CTD-2006M22.2	TEC
RP11-451J24.1	processed_pseudogene
RP11-20B7.1	lincRNA
Metazoa_SRP	misc_RNA
RP11-508O18.1	lincRNA
RP11-781E19.1	processed_pseudogene
AKR1B1P2	processed_pseudogene
CNTN3	protein_coding
AC128653.1	miRNA
NIPA2P2	processed_pseudogene
RN7SL294P	misc_RNA
MIR4444-2	miRNA
HNRNPA3P6	processed_pseudogene
MYLKP1	unprocessed_pseudogene
AC117481.1	miRNA
OR7E66P	unprocessed_pseudogene
OR7E22P	unprocessed_pseudogene
AC139453.1	miRNA
OR7E55P	unprocessed_pseudogene
RP11-803B1.2	unprocessed_pseudogene
LSP1P2	processed_pseudogene
RP11-803B1.3	processed_pseudogene
ALG1L6P	unprocessed_pseudogene
FAM86DP	transcribed_unprocessed_pseudogene
RP11-803B1.8	lincRNA
ENPP7P2	unprocessed_pseudogene
SNRPCP10	processed_pseudogene
CTD-2026G6.3	lincRNA
RPS3AP15	processed_pseudogene
AC133041.1	miRNA
RP11-413E6.2	processed_pseudogene
OR7E121P	unprocessed_pseudogene
UNC93B3	unprocessed_pseudogene
RPL23AP49	processed_pseudogene
RP11-413E6.11	processed_pseudogene
CLUHP10	unprocessed_pseudogene
MIR1324	miRNA
AGGF1P3	processed_pseudogene
RARRES2P1	processed_pseudogene
FRG2C	protein_coding
DUX4L26	processed_pseudogene
LINC00960	lincRNA
ZNF717	protein_coding
RN7SL92P	misc_RNA
MIR4273	miRNA
ROBO2	protein_coding
Y_RNA	misc_RNA
AC067717.1	miRNA
AC026877.1	miRNA
RP11-550F7.1	processed_pseudogene
RNU6-386P	snRNA
VDAC1P7	processed_pseudogene
RNU6-217P	snRNA
AC134729.1	miRNA
RP11-354H21.1	lincRNA
RP11-354H21.2	lincRNA
RN7SL647P	misc_RNA
RN7SKP61	misc_RNA
RP11-314M24.1	lincRNA
MRPS17P3	processed_pseudogene
ROBO1	protein_coding
RP11-588D3.1	processed_pseudogene
RN7SL751P	misc_RNA
MIR3923	miRNA
AC117479.1	miRNA
HMGB1P38	processed_pseudogene
OSBPL9P1	processed_pseudogene
HNRNPA3P8	processed_pseudogene
RP11-481N16.1	unprocessed_pseudogene
RP11-47P18.1	lincRNA
RP11-47P18.2	lincRNA
AC128715.1	miRNA
RP11-6B4.1	lincRNA
RP11-520D19.1	lincRNA
RP11-520D19.2	lincRNA
RP11-564P9.1	processed_pseudogene
GBE1	protein_coding
RNU2-28P	snRNA
SETP6	processed_pseudogene
RP11-142L1.3	processed_pseudogene
RP11-142L1.1	lincRNA
RP11-359D24.1	lincRNA
RP11-260O18.1	lincRNA
RPL7AP23	processed_pseudogene
CYP51A1P1	processed_pseudogene
SRRM1P2	processed_pseudogene
AC108696.1	miRNA
AC107025.1	miRNA
LINC00971	lincRNA
RP11-651J20.1	processed_pseudogene
RP11-735B13.2	lincRNA
CADM2	protein_coding
MIR5688	miRNA
AC018361.1	miRNA
CADM2-AS2	antisense
CADM2-AS1	antisense
PRKRIRP2	processed_pseudogene
snoZ40	snoRNA
RNU6-1129P	snRNA
RP11-789F5.1	lincRNA
RN7SKP284	misc_RNA
RP11-331K15.1	lincRNA
RP11-43A1.1	processed_pseudogene
VGLL3	protein_coding
PPATP1	processed_pseudogene
LINC00506	lincRNA
MIR4795	miRNA
CHMP2B	protein_coding
POU1F1	protein_coding
KRT8P25	processed_pseudogene
AC130885.1	miRNA
APOOP2	processed_pseudogene
PSMC1P6	processed_pseudogene
RP11-451B8.1	lincRNA
RNU6-873P	snRNA
RNU6ATAC6P	snRNA
HTR1F	protein_coding
CGGBP1	protein_coding
RP11-159G9.5	lincRNA
CBX5P1	processed_pseudogene
ZNF654	protein_coding
C3orf38	protein_coding
ABCF2P1	processed_pseudogene
Y_RNA	misc_RNA
NDUFA5P5	processed_pseudogene
ICE2P2	processed_pseudogene
GAPDHP50	processed_pseudogene
EPHA3	protein_coding
MTCO2P6	processed_pseudogene
MTCO1P6	processed_pseudogene
AC026305.1	miRNA
U3	snoRNA
RNU6-712P	snRNA
PROS2P	unprocessed_pseudogene
HSPE1P19	processed_pseudogene
RNU6-488P	snRNA
PROS1	protein_coding
Y_RNA	misc_RNA
RNU6-511P	snRNA
ARL13B	protein_coding
HMGN1P7	processed_pseudogene
STX19	protein_coding
DHFRL1	protein_coding
NSUN3	protein_coding
RBBP4P2	processed_pseudogene
ARMC10P1	processed_pseudogene
RP11-118N24.2	processed_pseudogene
WDR82P1	processed_pseudogene
LINC00879	lincRNA
RPS18P6	processed_pseudogene
MTHFD2P1	transcribed_processed_pseudogene
AC108739.1	miRNA
RP11-598F17.2	processed_pseudogene
HNRNPKP4	processed_pseudogene
MIR8060	miRNA
RP11-124D9.1	processed_pseudogene
RNU6-1094P	snRNA
MTRNR2L12	protein_coding
RPL18AP8	processed_pseudogene
AC117444.1	miRNA
RCC2P5	processed_pseudogene
CDV3P1	processed_pseudogene
EPHA6	protein_coding
RP11-529P9.1	processed_pseudogene
RP11-389G6.3	lincRNA
ARL6	protein_coding
RP11-389G6.5	antisense
CRYBG3	protein_coding
RP11-389G6.4	antisense
MINA	protein_coding
GABRR3	protein_coding
OR5BM1P	unprocessed_pseudogene
OR5AC1	polymorphic_pseudogene
OR5AC2	protein_coding
RP11-343D2.11	antisense
OR5AC4P	unprocessed_pseudogene
POU5F1P7	processed_pseudogene
OR5H1	protein_coding
OR5H14	protein_coding
OR5H15	protein_coding
OR5H5P	unprocessed_pseudogene
OR5H3P	unprocessed_pseudogene
OR5H4P	unprocessed_pseudogene
RP11-325B23.2	lincRNA
OR5H7P	unprocessed_pseudogene
OR5H6	polymorphic_pseudogene
OR5H6	protein_coding
OR5H2	protein_coding
OR5H8	polymorphic_pseudogene
OR5K4	protein_coding
OR5K3	protein_coding
UBFD1P1	processed_pseudogene
OR5K1	protein_coding
OR5K2	protein_coding
CLDND1	protein_coding
CPOX	protein_coding
RP11-227H4.5	antisense
RPL38P4	processed_pseudogene
GPR15	protein_coding
RP11-227H4.1	processed_pseudogene
AC021660.1	miRNA
WWP1P1	processed_pseudogene
ST3GAL6-AS1	antisense
ST3GAL6	protein_coding
PDLIM1P4	processed_pseudogene
DCBLD2	protein_coding
RNU6-26P	snRNA
CTD-2021J15.1	antisense
RNU6-1263P	snRNA
LINC00973	lincRNA
U7	snRNA
ACTG1P13	processed_pseudogene
RP11-121C1.1	processed_pseudogene
AC078828.1	miRNA
RP11-779P15.1	lincRNA
RP11-779P15.2	lincRNA
RP11-201E8.1	lincRNA
COL8A1	protein_coding
AC055723.1	miRNA
RP11-383I23.2	lincRNA
CMSS1	protein_coding
FILIP1L	protein_coding
MIR3921	miRNA
RP11-15N24.4	sense_overlapping
TMEM30C	protein_coding
DUSP12P1	unprocessed_pseudogene
VTI1BP1	processed_pseudogene
TBC1D23	protein_coding
NIT2	protein_coding
TOMM70A	protein_coding
LNP1	protein_coding
TMEM45A	protein_coding
ADGRG7	protein_coding
SNORA31	snoRNA
GMFBP1	processed_pseudogene
TFG	protein_coding
ABI3BP	protein_coding
RP11-301G23.1	processed_pseudogene
RNU6-865P	snRNA
ACTR3P3	processed_pseudogene
IMPG2	protein_coding
SENP7	protein_coding
ZNF90P1	processed_pseudogene
RP11-144C15.1	processed_pseudogene
RP11-144C15.2	processed_pseudogene
Y_RNA	misc_RNA
FAM172BP	processed_pseudogene
TRMT10C	protein_coding
PCNP	protein_coding
RP11-234A1.1	processed_pseudogene
RP11-454H13.1	processed_pseudogene
RNU6-1256P	snRNA
Y_RNA	misc_RNA
ZBTB11	protein_coding
RNY1P12	misc_RNA
ZBTB11-AS1	antisense
RPL24	protein_coding
PDCL3P4	processed_pseudogene
CEP97	protein_coding
NXPE3	protein_coding
RP11-49I4.3	antisense
NFKBIZ	protein_coding
RP11-221J22.1	lincRNA
Y_RNA	misc_RNA
RP11-221J22.2	lincRNA
ZPLD1	protein_coding
RP11-280H21.1	lincRNA
RNU6-461P	snRNA
RNU1-43P	snRNA
NDUFA4P2	processed_pseudogene
MIR548AB	miRNA
RP11-628J14.1	processed_pseudogene
TUBBP11	processed_pseudogene
AC016970.1	miRNA
RAP1BP2	processed_pseudogene
RP11-281P11.1	processed_pseudogene
AC069070.1	miRNA
AC092913.1	miRNA
ALCAM	protein_coding
CBLB	protein_coding
RP11-93B21.1	processed_pseudogene
Y_RNA	misc_RNA
LINC00882	lincRNA
FCF1P3	processed_pseudogene
MTND4P16	unprocessed_pseudogene
MTND4LP3	unprocessed_pseudogene
MTND3P6	unprocessed_pseudogene
MTCO3P35	unprocessed_pseudogene
MTATP6P22	unprocessed_pseudogene
MTND5P16	unprocessed_pseudogene
MTND6P6	unprocessed_pseudogene
MTCO1P35	unprocessed_pseudogene
MTND1P16	unprocessed_pseudogene
MTND2P14	unprocessed_pseudogene
RNU6-1308P	snRNA
RP11-561O4.1	processed_pseudogene
DUBR	lincRNA
RP11-446H18.5	lincRNA
RP11-446H18.1	processed_pseudogene
RP11-446H18.6	lincRNA
AC063944.1	miRNA
CCDC54	protein_coding
RP11-115H18.1	lincRNA
BBX	protein_coding
LINC00635	lincRNA
LINC00636	lincRNA
RP11-861A13.3	TEC
CD47	protein_coding
LINC01215	lincRNA
IFT57	protein_coding
HHLA2	protein_coding
AC078855.1	miRNA
HNRNPA1P17	unprocessed_pseudogene
MYH15	protein_coding
RP11-381E24.1	processed_pseudogene
KIAA1524	protein_coding
SNORA70	snoRNA
RP11-381E24.4	processed_pseudogene
AC069499.1	protein_coding
DZIP3	protein_coding
RP11-148O7.2	unprocessed_pseudogene
RETNLB	protein_coding
TRAT1	protein_coding
GUCA1C	protein_coding
MORC1	protein_coding
U3	snoRNA
MORC1-AS1	antisense
FLJ22763	lincRNA
RP11-59E19.4	lincRNA
LINC00488	lincRNA
RNU6-1236P	snRNA
RP11-59E19.3	processed_pseudogene
DPPA2	protein_coding
Metazoa_SRP	misc_RNA
DPPA4	protein_coding
RP11-397K18.1	processed_pseudogene
RP11-702L6.1	processed_pseudogene
H3F3AP3	processed_pseudogene
LINC01205	lincRNA
PPIAP15	processed_pseudogene
AC092905.1	miRNA
MIR4445	miRNA
RP11-457K10.1	lincRNA
RP11-424I3.1	processed_pseudogene
RP11-457K10.2	processed_pseudogene
RP11-696F10.1	processed_pseudogene
RP11-119D18.1	lincRNA
RNU6ATAC15P	snRNA
RPSAP29	processed_pseudogene
Y_RNA	misc_RNA
RP11-553A10.1	lincRNA
PVRL3-AS1	antisense
PVRL3	protein_coding
CD96	protein_coding
RP11-615J4.3	lincRNA
ATP6V0CP2	processed_pseudogene
RP11-615J4.4	processed_pseudogene
ZBED2	protein_coding
RP11-402J7.2	processed_pseudogene
PLCXD2	protein_coding
PLCXD2-AS1	antisense
PHLDB2	protein_coding
ABHD10	protein_coding
TAGLN3	protein_coding
RFKP2	processed_pseudogene
TMPRSS7	protein_coding
C3orf52	protein_coding
MIR567	miRNA
GCSAM	protein_coding
RP11-757F18.5	antisense
SLC9C1	protein_coding
RP11-757F18.3	processed_pseudogene
RP11-90K6.1	lincRNA
CD200	protein_coding
RP11-231E6.1	lincRNA
BTLA	protein_coding
OR7E100P	unprocessed_pseudogene
RP11-147G7.3	TEC
ATG3	protein_coding
SLC35A5	protein_coding
CCDC80	protein_coding
RP11-572C15.3	unprocessed_pseudogene
RP11-572C15.5	lincRNA
RP11-180K7.1	processed_transcript
CD200R1L	protein_coding
CD200R1	protein_coding
RP11-484K9.4	antisense
GTPBP8	protein_coding
C3orf17	protein_coding
RP11-572M11.4	antisense
RP11-572M11.2	processed_pseudogene
RP11-572M11.1	lincRNA
AC078785.1	miRNA
RP11-572M11.3	lincRNA
BOC	protein_coding
CFAP44	protein_coding
RP11-553D4.2	processed_pseudogene
CFAP44-AS1	antisense
MIR8076	miRNA
SPICE1	protein_coding
SIDT1	protein_coding
SIDT1-AS1	antisense
MIR4446	miRNA
RN7SL767P	misc_RNA
USF3	protein_coding
NAA50	protein_coding
RP11-271C24.3	processed_pseudogene
RP11-271C24.2	lincRNA
ATP6V1A	protein_coding
GRAMD1C	protein_coding
RP11-435F17.1	processed_pseudogene
RP11-435F17.3	processed_pseudogene
VPS26AP1	processed_pseudogene
RP11-255E6.6	antisense
ZDHHC23	protein_coding
CCDC191	protein_coding
RP11-255E6.5	processed_pseudogene
QTRTD1	protein_coding
AC092896.1	miRNA
RP11-274J15.2	processed_pseudogene
DRD3	protein_coding
RP11-553L6.2	antisense
RP11-553L6.3	processed_pseudogene
ZNF80	protein_coding
TIGIT	protein_coding
RP11-553L6.5	lincRNA
MIR568	miRNA
ZBTB20	protein_coding
ZBTB20-AS1	antisense
RP11-197K3.1	lincRNA
ZBTB20-AS2	lincRNA
AC078986.1	miRNA
ZBTB20-AS3	lincRNA
YBX1P3	processed_pseudogene
ZBTB20-AS4	lincRNA
AC069063.1	protein_coding
AC069063.2	protein_coding
RP11-190P13.2	lincRNA
EIF4E2P2	processed_pseudogene
GAP43	protein_coding
RP11-326J18.1	sense_intronic
LSAMP	protein_coding
RN7SL815P	misc_RNA
LSAMP-AS1	antisense
LINC00903	antisense
RN7SL582P	misc_RNA
BZW1P2	processed_pseudogene
TUSC7	antisense
AC108713.1	misc_RNA
MIR4447	miRNA
BC040587	misc_RNA
LINC00901	antisense
RNU5E-8P	snRNA
PTMAP8	processed_pseudogene
RNU6-1200P	snRNA
RP11-384F7.2	lincRNA
RP11-768G7.1	processed_pseudogene
RP11-768G7.2	lincRNA
RP11-768G7.3	lincRNA
RP11-384F7.1	lincRNA
IGSF11	protein_coding
IGSF11-AS1	antisense
C3orf30	protein_coding
RP11-484M3.5	protein_coding
UPK1B	protein_coding
B4GALT4	protein_coding
B4GALT4-AS1	antisense
ARHGAP31	protein_coding
RPS26P21	processed_pseudogene
ARHGAP31-AS1	antisense
RNU6-1127P	snRNA
TMEM39A	protein_coding
POGLUT1	protein_coding
RP11-190C22.8	lincRNA
TIMMDC1	protein_coding
CD80	protein_coding
RP11-190C22.9	antisense
ADPRH	protein_coding
PLA1A	protein_coding
RP11-190C22.1	processed_pseudogene
POPDC2	protein_coding
COX17	protein_coding
MAATS1	protein_coding
RP11-169N13.4	antisense
NR1I2	protein_coding
PHBP8	processed_pseudogene
GSK3B	protein_coding
RP11-767L7.1	processed_pseudogene
RP11-767L7.2	processed_pseudogene
AC092910.1	miRNA
RP11-18H7.1	lincRNA
RN7SL762P	misc_RNA
RN7SL397P	misc_RNA
GPR156	protein_coding
Y_RNA	misc_RNA
RP11-174O3.1	processed_pseudogene
LRRC58	protein_coding
RP11-174O3.3	unitary_pseudogene
RP11-174O3.6	lincRNA
RP11-174O3.4	processed_pseudogene
FSTL1	protein_coding
RP11-359H3.4	processed_pseudogene
RP11-359H3.1	processed_pseudogene
NDUFB4	protein_coding
HGD	protein_coding
RABL3	protein_coding
MTCO1P29	unprocessed_pseudogene
MTCO2P29	unprocessed_pseudogene
GTF2E1	protein_coding
NAP1L1P3	processed_pseudogene
RP11-500K19.1	lincRNA
STXBP5L	protein_coding
RP11-500K19.2	processed_pseudogene
MIR5682	miRNA
RP11-678L1.1	processed_pseudogene
RP11-10G15.4	processed_pseudogene
POLQ	protein_coding
RPL7AP11	processed_pseudogene
ARGFX	protein_coding
FBXO40	protein_coding
HCLS1	protein_coding
RN7SL172P	misc_RNA
RNU4-62P	snRNA
GOLGB1	protein_coding
IQCB1	protein_coding
EAF2	protein_coding
SLC15A2	protein_coding
AC072031.1	miRNA
ILDR1	protein_coding
Y_RNA	misc_RNA
CD86	protein_coding
CASR	protein_coding
AC068754.1	miRNA
HNRNPA1P23	processed_pseudogene
CSTA	protein_coding
CCDC58	protein_coding
FAM162A	protein_coding
WDR5B	protein_coding
RP11-299J3.8	antisense
RP11-299J3.6	unprocessed_pseudogene
KPNA1	protein_coding
RP11-592P9.3	processed_pseudogene
PARP9	protein_coding
DTX3L	protein_coding
PARP15	protein_coding
EIF4BP8	processed_pseudogene
PARP14	protein_coding
HSPBAP1	protein_coding
DIRC2	protein_coding
RP11-67L2.2	lincRNA
SEMA5B	protein_coding
AC078794.1	miRNA
PDIA5	protein_coding
MIR7110	miRNA
SEC22A	protein_coding
RP11-797D24.3	lincRNA
ADCY5	protein_coding
RP11-797D24.4	antisense
HACD2	protein_coding
MYLK-AS1	antisense
MYLK	protein_coding
MYLK-AS2	antisense
RP11-9N20.3	antisense
SNORA5	snoRNA
CCDC14	protein_coding
ROPN1	protein_coding
AC117401.1	miRNA
KALRN	protein_coding
MIR5002	miRNA
RPL7P15	processed_pseudogene
MIR6083	miRNA
RNU6-143P	snRNA
AC080008.1	miRNA
RP11-71H17.7	sense_overlapping
UMPS	protein_coding
MIR544B	miRNA
RP11-71H17.1	processed_pseudogene
ITGB5	protein_coding
ITGB5-AS1	antisense
RP11-71H17.8	TEC
7SK	misc_RNA
ENO1P3	processed_pseudogene
MUC13	protein_coding
HEG1	protein_coding
RNA5SP137	rRNA
SLC12A8	protein_coding
RNU6-230P	snRNA
MIR5092	miRNA
ZNF148	protein_coding
DUTP1	processed_pseudogene
RP11-775J23.2	processed_pseudogene
RNU6-232P	snRNA
SNX4	protein_coding
Y_RNA	misc_RNA
OSBPL11	protein_coding
AC016959.1	miRNA
GS1-388B5.2	processed_pseudogene
GS1-388B5.1	processed_pseudogene
AF186996.2	miRNA
OR7E130P	unprocessed_pseudogene
OR7E29P	unprocessed_pseudogene
OR7E93P	unprocessed_pseudogene
OR7E53P	unprocessed_pseudogene
AF186996.1	miRNA
OR7E97P	unprocessed_pseudogene
GS1-388B5.8	processed_pseudogene
RP11-379B18.6	lincRNA
RP11-379B18.1	processed_pseudogene
MIR548I1	miRNA
RPS3AP14	processed_pseudogene
SNRPCP11	processed_pseudogene
RP11-379B18.5	processed_transcript
ENPP7P4	unprocessed_pseudogene
RP11-666A20.4	lincRNA
FAM86JP	transcribed_unprocessed_pseudogene
ALG1L	protein_coding
RP11-666A20.3	processed_pseudogene
ROPN1B	protein_coding
SLC41A3	protein_coding
RP11-158I23.1	antisense
AC117422.1	miRNA
RP11-124N2.1	antisense
ALDH1L1	protein_coding
ALDH1L1-AS1	antisense
RNU1-30P	snRNA
ALDH1L1-AS2	antisense
RP11-71E19.1	lincRNA
RP11-71E19.2	lincRNA
KLF15	protein_coding
CCDC37-AS1	antisense
CFAP100	protein_coding
RP11-203H19.2	TEC
ZXDC	protein_coding
UROC1	protein_coding
CHST13	protein_coding
C3orf22	protein_coding
RNA5SP138	rRNA
TXNRD3	protein_coding
TXNRD3NB	protein_coding
RP11-390G14.1	processed_pseudogene
NUP210P1	transcribed_processed_pseudogene
RP11-605F14.2	processed_pseudogene
CHCHD6	protein_coding
RCC2P4	processed_pseudogene
RP11-61K12.2	TEC
PLXNA1	protein_coding
C3orf56	lincRNA
Y_RNA	misc_RNA
RP11-305F5.2	unprocessed_pseudogene
RNU6-1047P	snRNA
RP11-88I21.1	processed_pseudogene
RP11-88I21.2	lincRNA
LINC01471	lincRNA
RP11-59J16.2	lincRNA
RP11-59J16.3	lincRNA
RP11-153F10.2	lincRNA
TPRA1	protein_coding
MIR6825	miRNA
MIR7976	miRNA
MCM2	protein_coding
PODXL2	protein_coding
AC023593.1	miRNA
ABTB1	protein_coding
MGLL	protein_coding
KBTBD12	protein_coding
RNA5SP139	rRNA
SEC61A1	protein_coding
RUVBL1	protein_coding
RNU2-37P	snRNA
RUVBL1-AS1	antisense
RNU6-823P	snRNA
EEFSEC	protein_coding
DNAJB8	protein_coding
DNAJB8-AS1	antisense
GATA2	protein_coding
GATA2-AS1	antisense
TMED10P2	processed_pseudogene
LINC01565	lincRNA
RPN1	protein_coding
Metazoa_SRP	misc_RNA
AC079945.1	miRNA
POU5F1P6	unprocessed_pseudogene
SNORA24	snoRNA
RAB7A	protein_coding
MARK2P8	processed_pseudogene
FTH1P4	processed_pseudogene
RN7SL698P	misc_RNA
RPS15AP16	processed_pseudogene
MARK2P17	processed_pseudogene
MARK3P3	processed_pseudogene
MARK2P6	processed_pseudogene
RP11-723O4.9	lincRNA
RP11-723O4.2	antisense
RP11-723O4.3	processed_pseudogene
ACAD9	protein_coding
KIAA1257	protein_coding
RP11-723O4.6	protein_coding
RP11-723O4.7	TEC
EFCC1	protein_coding
RP11-434H6.2	processed_pseudogene
GP9	protein_coding
RAB43	protein_coding
ISY1-RAB43	protein_coding
RP11-434H6.6	antisense
ISY1	protein_coding
RP11-434H6.7	lincRNA
CNBP	protein_coding
RPS27P12	processed_pseudogene
COPG1	protein_coding
MIR6826	miRNA
HMCES	protein_coding
H1FX	protein_coding
H1FX-AS1	antisense
AC137695.1	miRNA
NUP210P3	unprocessed_pseudogene
RP13-685P2.8	processed_pseudogene
RP13-685P2.7	processed_pseudogene
RP11-529F4.1	unprocessed_pseudogene
RPL32P3	transcribed_unprocessed_pseudogene
AL449212.1	miRNA
SNORA7B	snoRNA
EFCAB12	protein_coding
MBD4	protein_coding
IFT122	protein_coding
RHO	protein_coding
H1FOO	protein_coding
PLXND1	protein_coding
RN7SL752P	misc_RNA
RP11-263I1.1	unprocessed_pseudogene
TMCC1	protein_coding
RNY3P13	misc_RNA
RP11-332M2.1	sense_intronic
TMCC1-AS1	antisense
RP11-93K22.6	antisense
TRH	protein_coding
RP11-93K22.1	processed_pseudogene
RP11-93K22.7	processed_pseudogene
OR7E129P	unprocessed_pseudogene
AC083906.1	miRNA
OR7E21P	unprocessed_pseudogene
RP11-77P16.3	unprocessed_pseudogene
ALG1L2	protein_coding
RP11-93K22.13	lincRNA
AC083906.2	miRNA
FAM86HP	transcribed_unprocessed_pseudogene
RP11-77P16.4	lincRNA
ENPP7P3	processed_pseudogene
SNRPCP8	processed_pseudogene
COL6A4P2	unitary_pseudogene
RP11-77P16.1	processed_pseudogene
COL6A5	protein_coding
AC093004.1	miRNA
COL6A6	protein_coding
PIK3R4	protein_coding
RN7SKP212	misc_RNA
GSTO3P	processed_pseudogene
ATP2C1	protein_coding
AC055733.1	protein_coding
RP11-39E3.3	antisense
Y_RNA	misc_RNA
RP11-39E3.4	processed_pseudogene
RP11-39E3.5	processed_pseudogene
ASTE1	protein_coding
NEK11	protein_coding
RP11-265F19.1	antisense
RNU6-726P	snRNA
AC121332.1	miRNA
RP11-933H2.4	processed_transcript
NUDT16P1	unitary_pseudogene
NUDT16	protein_coding
RP11-517B11.7	sense_overlapping
MRPL3	protein_coding
SNORA58	snoRNA
RP11-517B11.4	antisense
BCL2L12P1	processed_pseudogene
CPNE4	protein_coding
RP11-517B11.6	unprocessed_pseudogene
MIR5704	miRNA
RP11-64K7.1	processed_pseudogene
RPL7P16	processed_pseudogene
ACPP	protein_coding
RP11-65E22.2	processed_pseudogene
NIP7P2	processed_pseudogene
DNAJC13	protein_coding
ACAD11	protein_coding
NPHP3-ACAD11	protein_coding
ACKR4	protein_coding
HSPA8P19	processed_pseudogene
UBA5	protein_coding
NPHP3	protein_coding
NPHP3-AS1	antisense
RP11-469L4.1	lincRNA
TMEM108	protein_coding
TMEM108-AS1	antisense
BFSP2	protein_coding
RP11-503I22.2	processed_pseudogene
BFSP2-AS1	antisense
RP11-91K8.4	processed_pseudogene
RP11-91K8.5	lincRNA
RP11-91K8.2	processed_pseudogene
SNORA33	snoRNA
CDV3	protein_coding
TOPBP1	protein_coding
TFP1	transcribed_unprocessed_pseudogene
RNU6-678P	snRNA
RNA5SP140	rRNA
TF	protein_coding
RP11-404G16.2	processed_pseudogene
SRPRB	protein_coding
RAB6B	protein_coding
C3orf36	protein_coding
SLCO2A1	protein_coding
RP11-202A13.1	lincRNA
RYK	protein_coding
HMGB3P14	processed_pseudogene
AC096967.1	miRNA
RP11-200A1.1	lincRNA
RP11-375I20.6	lincRNA
RPL39P5	transcribed_processed_pseudogene
AMOTL2	protein_coding
MIR6827	miRNA
HMGN1P9	processed_pseudogene
AC010207.1	miRNA
HMGB3P13	processed_pseudogene
MIR4788	miRNA
ANAPC13	protein_coding
CEP63	protein_coding
RP11-445J14.1	processed_pseudogene
EPHB1	protein_coding
KY	protein_coding
RNU6-1174P	snRNA
RNA5SP141	rRNA
RP11-657O9.1	processed_transcript
RP11-237P21.1	processed_pseudogene
NDUFS6P1	processed_pseudogene
PPP2R3A	protein_coding
RP11-305O4.2	processed_pseudogene
RP11-305O4.3	antisense
MSL2	protein_coding
TDGF1P6	processed_pseudogene
RP11-463H24.1	processed_pseudogene
PCCB	protein_coding
STAG1	protein_coding
RNU6-1284P	snRNA
Y_RNA	misc_RNA
HMGN1P10	processed_pseudogene
RNU6-789P	snRNA
RP11-102M11.1	processed_pseudogene
RP11-102M11.2	antisense
RP11-731C17.1	processed_pseudogene
SLC35G2	protein_coding
RP11-731C17.2	antisense
NCK1-AS1	antisense
NCK1	protein_coding
RAD51AP1P1	processed_pseudogene
